Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
PAYMENT,4,4,59.5,212.5,Shipping on time,0,24,Women's Apparel,Anaheim,EE. UU.,XXXXXXXXX,Linda,2311,Smith,XXXXXXXXX,Home Office,CA,3576 Green Forest End,92802.0,5,Golf,33.81289673,-117.9363785,LATAM,Rosario,Argentina,2311,2015-01-17 09:05:00,1123,502,37.5,0.150000006,2793,50.0,0.280000001,5,250.0,212.5,59.5,South America,Santa Fe,PENDING_PAYMENT,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/21/2015 9:05,Standard Class
PAYMENT,4,4,49.5,395.980011,Shipping on time,0,45,Fishing,Anaheim,EE. UU.,XXXXXXXXX,Linda,2311,Smith,XXXXXXXXX,Home Office,CA,3576 Green Forest End,92802.0,7,Fan Shop,33.81289673,-117.9363785,LATAM,Rosario,Argentina,2311,2015-01-17 09:05:00,1123,1004,4.0,0.01,2792,399.980011,0.129999995,1,399.980011,395.980011,49.5,South America,Santa Fe,PENDING_PAYMENT,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/21/2015 9:05,Standard Class
DEBIT,5,4,-124.7099991,75.58000183,Late delivery,1,29,Shop By Sport,Baldwin Park,EE. UU.,XXXXXXXXX,Christine,3703,Reynolds,XXXXXXXXX,Corporate,CA,5761 Little Corner,91706.0,5,Golf,34.0946846,-117.9660568,LATAM,Rosario,Argentina,3703,2015-01-17 09:26:00,1124,627,4.400000095,0.059999999,2794,39.99000168,-1.649999976,2,79.98000336,75.58000183,-124.7099991,South America,Santa Fe,ON_HOLD,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/22/2015 9:26,Standard Class
DEBIT,6,4,-131.5899963,399.980011,Late delivery,1,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Russell,7287,Guzman,XXXXXXXXX,Home Office,PR,593 Iron Mountain Trail,725.0,7,Fan Shop,18.24269867,-66.3706131,LATAM,Rosario,Argentina,7287,2015-01-17 09:47:00,1125,1004,0.0,0.0,2795,399.980011,-0.330000013,1,399.980011,399.980011,-131.5899963,South America,Santa Fe,COMPLETE,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/23/2015 9:47,Standard Class
DEBIT,3,4,90.23999786,192.0,Advance shipping,0,24,Women's Apparel,Stockbridge,EE. UU.,XXXXXXXXX,Mary,1069,Daniel,XXXXXXXXX,Home Office,GA,398 Emerald Grove,30281.0,5,Golf,33.54924011,-84.25650024,LATAM,Mixco,Guatemala,1069,2015-01-17 10:29:00,1127,502,8.0,0.039999999,2796,50.0,0.469999999,4,200.0,192.0,90.23999786,Central America,Guatemala,ON_HOLD,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/20/2015 10:29,Standard Class
DEBIT,4,4,36.43999863,134.9799957,Shipping on time,0,17,Cleats,Houston,EE. UU.,XXXXXXXXX,Peter,1498,Bray,XXXXXXXXX,Consumer,TX,4490 Amber Rise,77084.0,4,Apparel,29.86195946,-95.64417267,LATAM,Soacha,Colombia,1498,2015-01-17 10:50:00,1128,365,44.99000168,0.25,2799,59.99000168,0.270000011,3,179.9700012,134.9799957,36.43999863,South America,Cundinamarca,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/21/2015 10:50,Standard Class
DEBIT,4,4,-34.72000122,159.9900055,Shipping on time,0,48,Water Sports,Houston,EE. UU.,XXXXXXXXX,Peter,1498,Bray,XXXXXXXXX,Consumer,TX,4490 Amber Rise,77084.0,7,Fan Shop,29.86195946,-95.64417267,LATAM,Soacha,Colombia,1498,2015-01-17 10:50:00,1128,1073,40.0,0.200000003,2798,199.9900055,-0.219999999,1,199.9900055,159.9900055,-34.72000122,South America,Cundinamarca,COMPLETE,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/21/2015 10:50,Standard Class
DEBIT,4,4,103.4499969,284.980011,Shipping on time,0,43,Camping & Hiking,Houston,EE. UU.,XXXXXXXXX,Peter,1498,Bray,XXXXXXXXX,Consumer,TX,4490 Amber Rise,77084.0,7,Fan Shop,29.86195946,-95.64417267,LATAM,Soacha,Colombia,1498,2015-01-17 10:50:00,1128,957,15.0,0.050000001,2797,299.980011,0.360000014,1,299.980011,284.980011,103.4499969,South America,Cundinamarca,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/21/2015 10:50,Standard Class
PAYMENT,5,4,59.84999847,199.5,Late delivery,1,26,Girls' Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,5367,Mccormick,XXXXXXXXX,Home Office,PR,2199 Silver Autumn Key,725.0,5,Golf,18.21469116,-66.37051392,LATAM,Soacha,Colombia,5367,2015-01-17 11:11:00,1129,565,10.5,0.050000001,2800,70.0,0.300000012,3,210.0,199.5,59.84999847,South America,Cundinamarca,PENDING_PAYMENT,,565,26,,http://images.acmesports.sports/adidas+Youth+Germany+Black%2FRed+Away+Match+Soccer+Jersey,adidas Youth Germany Black/Red Away Match Soc,70.0,0,1/22/2015 11:11,Standard Class
TRANSFER,6,2,-102.8899994,293.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,6983,Black,XXXXXXXXX,Consumer,PR,8958 Jagged Ridge,725.0,7,Fan Shop,18.20429993,-66.3705368,LATAM,Tlalnepantla,México,6983,2015-01-17 11:32:00,1130,957,6.0,0.02,2803,299.980011,-0.349999994,1,299.980011,293.980011,-102.8899994,Central America,México,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/23/2015 11:32,Second Class
TRANSFER,6,2,21.60000038,287.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,6983,Black,XXXXXXXXX,Consumer,PR,8958 Jagged Ridge,725.0,7,Fan Shop,18.20429993,-66.3705368,LATAM,Tlalnepantla,México,6983,2015-01-17 11:32:00,1130,957,12.0,0.039999999,2801,299.980011,0.079999998,1,299.980011,287.980011,21.60000038,Central America,México,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/23/2015 11:32,Second Class
TRANSFER,6,2,101.8399963,290.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,6983,Black,XXXXXXXXX,Consumer,PR,8958 Jagged Ridge,725.0,7,Fan Shop,18.20429993,-66.3705368,LATAM,Tlalnepantla,México,6983,2015-01-17 11:32:00,1130,957,9.0,0.029999999,2802,299.980011,0.349999994,1,299.980011,290.980011,101.8399963,Central America,México,PENDING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/23/2015 11:32,Second Class
TRANSFER,2,2,-26.62000084,118.2900009,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,5533,Harrison,XXXXXXXXX,Consumer,PR,852 Rocky Brook Mountain,725.0,4,Apparel,18.26202202,-66.37059021,LATAM,Tlalnepantla,México,5533,2015-01-17 11:53:00,1131,403,11.69999981,0.090000004,2804,129.9900055,-0.230000004,1,129.9900055,118.2900009,-26.62000084,Central America,México,PROCESSING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/19/2015 11:53,Second Class
TRANSFER,2,2,-28.17000008,120.8899994,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,5533,Harrison,XXXXXXXXX,Consumer,PR,852 Rocky Brook Mountain,725.0,4,Apparel,18.26202202,-66.37059021,LATAM,Tlalnepantla,México,5533,2015-01-17 11:53:00,1131,403,9.100000381,0.07,2808,129.9900055,-0.230000004,1,129.9900055,120.8899994,-28.17000008,Central America,México,PROCESSING,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/19/2015 11:53,Second Class
TRANSFER,2,2,-262.3900146,163.9900055,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,5533,Harrison,XXXXXXXXX,Consumer,PR,852 Rocky Brook Mountain,725.0,7,Fan Shop,18.26202202,-66.37059021,LATAM,Tlalnepantla,México,5533,2015-01-17 11:53:00,1131,1073,36.0,0.180000007,2806,199.9900055,-1.600000024,1,199.9900055,163.9900055,-262.3900146,Central America,México,PROCESSING,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/19/2015 11:53,Second Class
TRANSFER,2,2,80.23999786,237.4100037,Shipping on time,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,5533,Harrison,XXXXXXXXX,Consumer,PR,852 Rocky Brook Mountain,725.0,7,Fan Shop,18.26202202,-66.37059021,LATAM,Tlalnepantla,México,5533,2015-01-17 11:53:00,1131,1014,12.5,0.050000001,2807,49.97999954,0.340000004,5,249.8999939,237.4100037,80.23999786,Central America,México,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/19/2015 11:53,Second Class
TRANSFER,2,2,28.21999931,57.59000015,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5533,Harrison,XXXXXXXXX,Consumer,PR,852 Rocky Brook Mountain,725.0,4,Apparel,18.26202202,-66.37059021,LATAM,Tlalnepantla,México,5533,2015-01-17 11:53:00,1131,365,2.400000095,0.039999999,2805,59.99000168,0.49000001,1,59.99000168,57.59000015,28.21999931,Central America,México,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/19/2015 11:53,Second Class
DEBIT,3,2,37.34000015,99.58000183,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,8386,Smith,XXXXXXXXX,Consumer,PR,3403 Misty Landing,725.0,4,Apparel,18.26505852,-66.37060547,LATAM,Tlalnepantla,México,8386,2015-01-17 12:14:00,1132,365,20.39999962,0.170000002,2809,59.99000168,0.379999995,2,119.9800034,99.58000183,37.34000015,Central America,México,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/20/2015 12:14,Second Class
DEBIT,3,2,103.9400024,296.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,8386,Smith,XXXXXXXXX,Consumer,PR,3403 Misty Landing,725.0,7,Fan Shop,18.26505852,-66.37060547,LATAM,Tlalnepantla,México,8386,2015-01-17 12:14:00,1132,957,3.0,0.01,2810,299.980011,0.349999994,1,299.980011,296.980011,103.9400024,Central America,México,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/20/2015 12:14,Second Class
DEBIT,3,2,-27.63999939,122.8399963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,8386,Smith,XXXXXXXXX,Consumer,PR,3403 Misty Landing,725.0,4,Apparel,18.26505852,-66.37060547,LATAM,Tlalnepantla,México,8386,2015-01-17 12:14:00,1132,403,7.150000095,0.059999999,2811,129.9900055,-0.230000004,1,129.9900055,122.8399963,-27.63999939,Central America,México,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/20/2015 12:14,Second Class
TRANSFER,4,2,16.18000031,68.0,Late delivery,1,36,Golf Balls,San Sebastian,Puerto Rico,XXXXXXXXX,William,5937,Costa,XXXXXXXXX,Consumer,PR,3930 Sunny Walk,685.0,6,Outdoors,18.33710861,-66.99221802,LATAM,Chinandega,Nicaragua,5937,2015-01-17 12:35:00,1133,797,3.960000038,0.059999999,2813,17.98999977,0.239999995,4,71.95999908,68.0,16.18000031,Central America,Chinandega,PROCESSING,,797,36,,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,Hirzl Women's Soffft Flex Golf Glove,17.98999977,0,1/21/2015 12:35,Second Class
TRANSFER,4,2,2.910000086,58.18999863,Late delivery,1,17,Cleats,San Sebastian,Puerto Rico,XXXXXXXXX,William,5937,Costa,XXXXXXXXX,Consumer,PR,3930 Sunny Walk,685.0,4,Apparel,18.33710861,-66.99221802,LATAM,Chinandega,Nicaragua,5937,2015-01-17 12:35:00,1133,365,1.799999952,0.029999999,2815,59.99000168,0.050000001,1,59.99000168,58.18999863,2.910000086,Central America,Chinandega,PROCESSING,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/21/2015 12:35,Second Class
TRANSFER,4,2,13.01000023,115.1600037,Late delivery,1,37,Electronics,San Sebastian,Puerto Rico,XXXXXXXXX,William,5937,Costa,XXXXXXXXX,Consumer,PR,3930 Sunny Walk,685.0,6,Outdoors,18.33710861,-66.99221802,LATAM,Chinandega,Nicaragua,5937,2015-01-17 12:35:00,1133,835,12.80000019,0.100000001,2812,31.98999977,0.109999999,4,127.9599991,115.1600037,13.01000023,Central America,Chinandega,PROCESSING,,835,37,,http://images.acmesports.sports/Bridgestone+e6+Straight+Distance+NFL+Carolina+Panthers+Golf...,Bridgestone e6 Straight Distance NFL Carolina,31.98999977,0,1/21/2015 12:35,Second Class
TRANSFER,4,2,-65.09999847,299.980011,Late delivery,1,43,Camping & Hiking,San Sebastian,Puerto Rico,XXXXXXXXX,William,5937,Costa,XXXXXXXXX,Consumer,PR,3930 Sunny Walk,685.0,7,Fan Shop,18.33710861,-66.99221802,LATAM,Chinandega,Nicaragua,5937,2015-01-17 12:35:00,1133,957,0.0,0.0,2814,299.980011,-0.219999999,1,299.980011,299.980011,-65.09999847,Central America,Chinandega,PROCESSING,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/21/2015 12:35,Second Class
DEBIT,5,2,-14.17000008,113.3700027,Late delivery,1,29,Shop By Sport,Ventura,EE. UU.,XXXXXXXXX,Aaron,4181,Hudson,XXXXXXXXX,Consumer,CA,7798 Cinder Dale,93003.0,5,Golf,34.2395134,-119.1972198,LATAM,Santa Ana,El Salvador,4181,2015-01-17 12:56:00,1134,627,6.599999905,0.059999999,2818,39.99000168,-0.129999995,3,119.9700012,113.3700027,-14.17000008,Central America,Santa Ana,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/22/2015 12:56,Second Class
DEBIT,5,2,-110.8600006,100.7799988,Late delivery,1,17,Cleats,Ventura,EE. UU.,XXXXXXXXX,Aaron,4181,Hudson,XXXXXXXXX,Consumer,CA,7798 Cinder Dale,93003.0,4,Apparel,34.2395134,-119.1972198,LATAM,Santa Ana,El Salvador,4181,2015-01-17 12:56:00,1134,365,19.20000076,0.159999996,2816,59.99000168,-1.100000024,2,119.9800034,100.7799988,-110.8600006,Central America,Santa Ana,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/22/2015 12:56,Second Class
DEBIT,5,2,37.86999893,143.9799957,Late delivery,1,17,Cleats,Ventura,EE. UU.,XXXXXXXXX,Aaron,4181,Hudson,XXXXXXXXX,Consumer,CA,7798 Cinder Dale,93003.0,4,Apparel,34.2395134,-119.1972198,LATAM,Santa Ana,El Salvador,4181,2015-01-17 12:56:00,1134,365,35.99000168,0.200000003,2817,59.99000168,0.25999999,3,179.9700012,143.9799957,37.86999893,Central America,Santa Ana,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/22/2015 12:56,Second Class
DEBIT,6,2,-25.42000008,224.9900055,Late delivery,1,43,Camping & Hiking,Annapolis,EE. UU.,XXXXXXXXX,Raymond,5359,Wu,XXXXXXXXX,Consumer,MD,3891 Broad Line,21401.0,7,Fan Shop,38.97784042,-76.49318695,LATAM,Santa Ana,El Salvador,5359,2015-01-17 13:17:00,1135,957,75.0,0.25,2819,299.980011,-0.109999999,1,299.980011,224.9900055,-25.42000008,Central America,Santa Ana,COMPLETE,,957,43,,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/23/2015 13:17,Second Class
DEBIT,6,2,63.33000183,131.9499969,Late delivery,1,46,Indoor/Outdoor Games,Annapolis,EE. UU.,XXXXXXXXX,Raymond,5359,Wu,XXXXXXXXX,Consumer,MD,3891 Broad Line,21401.0,7,Fan Shop,38.97784042,-76.49318695,LATAM,Santa Ana,El Salvador,5359,2015-01-17 13:17:00,1135,1014,17.98999977,0.119999997,2821,49.97999954,0.479999989,3,149.9400024,131.9499969,63.33000183,Central America,Santa Ana,COMPLETE,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/23/2015 13:17,Second Class
DEBIT,6,2,40.09999847,148.5,Late delivery,1,24,Women's Apparel,Annapolis,EE. UU.,XXXXXXXXX,Raymond,5359,Wu,XXXXXXXXX,Consumer,MD,3891 Broad Line,21401.0,5,Golf,38.97784042,-76.49318695,LATAM,Santa Ana,El Salvador,5359,2015-01-17 13:17:00,1135,502,1.5,0.01,2822,50.0,0.270000011,3,150.0,148.5,40.09999847,Central America,Santa Ana,COMPLETE,,502,24,,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50.0,0,1/23/2015 13:17,Second Class
DEBIT,6,2,12.75,34.0,Late delivery,1,36,Golf Balls,Annapolis,EE. UU.,XXXXXXXXX,Raymond,5359,Wu,XXXXXXXXX,Consumer,MD,3891 Broad Line,21401.0,6,Outdoors,38.97784042,-76.49318695,LATAM,Santa Ana,El Salvador,5359,2015-01-17 13:17:00,1135,797,1.980000019,0.059999999,2820,17.98999977,0.379999995,2,35.97999954,34.0,12.75,Central America,Santa Ana,COMPLETE,,797,36,,http://images.acmesports.sports/Hirzl+Women%27s+Soffft+Flex+Golf+Glove,Hirzl Women's Soffft Flex Golf Glove,17.98999977,0,1/23/2015 13:17,Second Class
TRANSFER,3,4,7.119999886,94.95999908,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Jack,9735,Smith,XXXXXXXXX,Corporate,PR,1780 Grand View Route,725.0,7,Fan Shop,18.20632362,-66.37052155,LATAM,Santa Ana,El Salvador,9735,2015-01-17 13:59:00,1137,1014,5.0,0.050000001,2823,49.97999954,0.079999998,2,99.95999908,94.95999908,7.119999886,Central America,Santa Ana,PROCESSING,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/20/2015 13:59,Standard Class
DEBIT,4,4,13.94999981,123.4899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Martha,10777,Smith,XXXXXXXXX,Corporate,PR,9602 Shady Oak Bay,725.0,4,Apparel,18.28759575,-66.37058258,LATAM,Santa Ana,El Salvador,10777,2015-01-17 14:20:00,1138,403,6.5,0.050000001,2825,129.9900055,0.109999999,1,129.9900055,123.4899979,13.94999981,Central America,Santa Ana,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/21/2015 14:20,Standard Class
DEBIT,4,4,73.79000092,147.5800018,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Martha,10777,Smith,XXXXXXXXX,Corporate,PR,9602 Shady Oak Bay,725.0,4,Apparel,18.28759575,-66.37058258,LATAM,Santa Ana,El Salvador,10777,2015-01-17 14:20:00,1138,365,32.38999939,0.180000007,2827,59.99000168,0.5,3,179.9700012,147.5800018,73.79000092,Central America,Santa Ana,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/21/2015 14:20,Standard Class
DEBIT,4,4,12.73999977,39.18999863,Shipping on time,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Martha,10777,Smith,XXXXXXXXX,Corporate,PR,9602 Shady Oak Bay,725.0,5,Golf,18.28759575,-66.37058258,LATAM,Santa Ana,El Salvador,10777,2015-01-17 14:20:00,1138,627,0.800000012,0.02,2828,39.99000168,0.330000013,1,39.99000168,39.18999863,12.73999977,Central America,Santa Ana,COMPLETE,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/21/2015 14:20,Standard Class
DEBIT,4,4,183.7299957,489.9500122,Shipping on time,0,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,Martha,10777,Smith,XXXXXXXXX,Corporate,PR,9602 Shady Oak Bay,725.0,3,Footwear,18.28759575,-66.37058258,LATAM,Santa Ana,El Salvador,10777,2015-01-17 14:20:00,1138,191,10.0,0.02,2824,99.98999786,0.379999995,5,499.9500122,489.9500122,183.7299957,Central America,Santa Ana,COMPLETE,,191,9,,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,1/21/2015 14:20,Standard Class
DEBIT,4,4,105.6200027,290.9500122,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Martha,10777,Smith,XXXXXXXXX,Corporate,PR,9602 Shady Oak Bay,725.0,4,Apparel,18.28759575,-66.37058258,LATAM,Santa Ana,El Salvador,10777,2015-01-17 14:20:00,1138,365,9.0,0.029999999,2826,59.99000168,0.360000014,5,299.9500122,290.9500122,105.6200027,Central America,Santa Ana,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/21/2015 14:20,Standard Class
CASH,5,4,23.23999977,165.9900055,Late delivery,1,48,Water Sports,Irving,EE. UU.,XXXXXXXXX,Mary,3786,Moody,XXXXXXXXX,Consumer,TX,8832 Quiet Manor,75061.0,7,Fan Shop,32.82715988,-97.00611877,LATAM,Santiago del Estero,Argentina,3786,2015-01-17 14:41:00,1139,1073,34.0,0.170000002,2829,199.9900055,0.140000001,1,199.9900055,165.9900055,23.23999977,South America,Santiago del Estero,CLOSED,,1073,48,,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,1/22/2015 14:41,Standard Class
CASH,5,4,45.29999924,124.7900009,Late delivery,1,18,Men's Footwear,Irving,EE. UU.,XXXXXXXXX,Mary,3786,Moody,XXXXXXXXX,Consumer,TX,8832 Quiet Manor,75061.0,4,Apparel,32.82715988,-97.00611877,LATAM,Santiago del Estero,Argentina,3786,2015-01-17 14:41:00,1139,403,5.199999809,0.039999999,2830,129.9900055,0.360000014,1,129.9900055,124.7900009,45.29999924,South America,Santiago del Estero,CLOSED,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/22/2015 14:41,Standard Class
PAYMENT,3,4,35.70999908,75.98000336,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,XXXXXXXXX,Mary,10885,Lynch,XXXXXXXXX,Corporate,PR,5497 Red Landing,725.0,5,Golf,18.20043373,-66.37058258,LATAM,Culiacán,México,10885,2015-01-17 15:44:00,1142,627,4.0,0.050000001,2831,39.99000168,0.469999999,2,79.98000336,75.98000336,35.70999908,Central America,Sinaloa,PENDING_PAYMENT,,627,29,,http://images.acmesports.sports/Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,1/20/2015 15:44,Standard Class
PAYMENT,3,4,11.89000034,40.97999954,Advance shipping,0,46,Indoor/Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Mary,10885,Lynch,XXXXXXXXX,Corporate,PR,5497 Red Landing,725.0,7,Fan Shop,18.20043373,-66.37058258,LATAM,Culiacán,México,10885,2015-01-17 15:44:00,1142,1014,9.0,0.180000007,2832,49.97999954,0.289999992,1,49.97999954,40.97999954,11.89000034,Central America,Sinaloa,PENDING_PAYMENT,,1014,46,,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,1/20/2015 15:44,Standard Class
PAYMENT,3,4,-8.699999809,299.9899902,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,10885,Lynch,XXXXXXXXX,Corporate,PR,5497 Red Landing,725.0,7,Fan Shop,18.20043373,-66.37058258,LATAM,Culiacán,México,10885,2015-01-17 15:44:00,1142,1004,100.0,0.25,2835,399.980011,-0.029999999,1,399.980011,299.9899902,-8.699999809,Central America,Sinaloa,PENDING_PAYMENT,,1004,45,,http://images.acmesports.sports/Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,1/20/2015 15:44,Standard Class
